news_url,title,text,source_name,date,topics,tickers
https://seekingalpha.com/article/4842855-riverpark-longshort-opportunity-fund-q3-2025-top-and-bottom-performers,RiverPark Long/Short Opportunity Fund: Q3 2025 Top And Bottom Performers,"GOOG was our top contributor in the quarter, benefiting from accelerating momentum in its core Search and YouTube franchises. We continue to view Alphabet as among the best-positioned secular growth franchises in the market. NVDA shares advanced during the quarter after once again reporting blowout results that exceeded even elevated expectations.",Seeking Alpha,"Wed, 12 Nov 2025 20:00:00 -0500",['paylimitwall'],GOOGL
https://www.pymnts.com/google/2025/eu-reportedly-investigating-google-over-alleged-demotion-of-news-publishers/?utm_source=snapi,EU Reportedly Investigating Google Over Alleged Demotion of News Publishers,"Two unnamed officials told The Financial Times that the European Commission, the EU's antitrust watchdog, is preparing to launch a new investigation into Google's parent company, Alphabet.",PYMNTS,"Wed, 12 Nov 2025 16:51:17 -0500",[],GOOGL
https://www.marketwatch.com/story/waymos-driverless-cars-are-headed-to-the-highways-in-a-milestone-for-the-industry-a3d06bd0,Waymo's driverless cars are headed to the highways — in a milestone for the industry,The robotaxi startup will be the first in the U.S. to offer trips on freeways without a safety monitor.,Market Watch,"Wed, 12 Nov 2025 16:18:00 -0500",['paylimitwall'],GOOGL
https://www.cnet.com/tech/services-and-software/apple-to-reportedly-pay-google-1-billion-a-year-for-siris-custom-gemini-ai-model/,Apple to Reportedly Pay Google $1 Billion a Year for Siri's Custom Gemini AI Model,"Apple is choosing Google over Anthropic because of cost, per report.",CNET,"Wed, 12 Nov 2025 13:36:40 -0500",[],GOOGL
https://www.youtube.com/watch?v=5hCP6e3sEFU,Waymo brings paid robotaxi rides to highways,CNBC's Deirdre Bosa joins 'Money Movers' with the latest news on Waymo's expansion onto freeways in California.,CNBC Television,"Wed, 12 Nov 2025 13:02:26 -0500",[],GOOGL
https://www.cnet.com/roadshow/news/waymo-s-driverless-rides-are-hitting-freeways-starting-in-these-cities/,"Waymo's Driverless Rides Are Hitting Freeways, Starting in These Cities","Faster, shorter rides can get passengers to their destinations more quickly. The feature rolls out today and will gradually expand to more customers.",CNET,"Wed, 12 Nov 2025 11:33:42 -0500",[],GOOGL
https://www.reuters.com/business/waymo-launches-robotaxi-freeway-service-san-francisco-la-phoenix-2025-11-12/,"Waymo launches robotaxi freeway service in San Francisco, LA, Phoenix","Alphabet's Waymo said on Wednesday it will begin offering robotaxi rides that use freeways across San Francisco, Los Angeles, and Phoenix, as it steps up expansion amid competition in the self-driving industry.",Reuters,"Wed, 12 Nov 2025 11:02:43 -0500",[],GOOGL
https://www.cnbc.com/2025/11/12/waymo-robotaxi-starts-freeway-highway-rides.html,"Waymo begins offering freeway robotaxi rides in San Francisco, LA and Phoenix","Waymo robotaxis will now take passengers on freeways in three major U.S. cities, marking a major milestone for the driverless, ride-hailing company. The company said it'll begin offering those types of trips in the San Francisco, Phoenix and the Los Angeles markets ""when a freeway route is meaningfully faster.",CNBC,"Wed, 12 Nov 2025 11:00:01 -0500",[],GOOGL
https://www.businessinsider.com/waymo-freeway-rides-expands-bay-area-coverage-how-many-robotaxis-2025-11,Waymo just added freeway rides. It shaved 15 minutes off my robotaxi commute.,"Waymo will begin freeway rides for some users in SF, LA, and Phoenix on Wednesday. The company is also expanding its fleet to over 1,000 robotaxis for the Bay Area region.",Business Insider,"Wed, 12 Nov 2025 11:00:01 -0500",['paywall'],GOOGL
https://techcrunch.com/2025/11/12/waymo-robotaxis-are-now-giving-rides-on-freeways-in-these-3-cities/,"Waymo robotaxis are now giving rides on freeways in LA, San Francisco, and Phoenix","Sixteen years ago, engineers working on the Google self-driving project conducted their first autonomous vehicle tests on the freeway that connects Silicon Valley to San Francisco.",TechCrunch,"Wed, 12 Nov 2025 11:00:00 -0500",[],GOOGL
https://seekingalpha.com/article/4842383-wall-street-breakfast-podcast-gm-targets-china-free-supply-chain,Wall Street Breakfast Podcast: GM Targets China-Free Supply Chain,"General Motors (GM) is reportedly pushing suppliers to eliminate China-sourced components, aiming for a complete supply chain shift away from China by 2027. AMD (AMD) projects the AI data center market to reach $1 trillion by 2030, citing unprecedented demand and strong gross margin guidance.",Seeking Alpha,"Wed, 12 Nov 2025 07:01:51 -0500","['podcast', 'paylimitwall']",GOOGL
https://www.fool.com/investing/2025/11/12/the-best-stocks-to-buy-with-1000-right-now/,"The Best Stocks to Buy With $1,000 Right Now",Nvidia has a massive backlog of chip demand it must churn through. Taiwan Semiconductor will be supplying chips to nearly every competitor in the AI race.,The Motley Fool,"Wed, 12 Nov 2025 07:00:00 -0500",['StocksToWatch'],GOOGL
