news_url,title,text,source_name,date,topics,tickers,sentiment,prob_Negative,prob_Neutral,prob_Positive
https://www.reuters.com/business/retail-consumer/amazon-microsoft-back-effort-restrict-nvidias-exports-china-wsj-reports-2025-11-14/,"Amazon, Microsoft back effort to restrict Nvidia's exports to China, WSJ reports","Amazon is joining Microsoft in backing legislation to further limit chipmaker Nvidia's ability to export to China, the Wall Street Journal reported on Thursday, citing people familiar with the matter.",Reuters,"Thu, 13 Nov 2025 21:21:02 -0500",[],NVDA,Positive,0.17659047516618515,0.3883938614870564,0.43501566334675845
https://www.wsj.com/tech/amazon-and-microsoft-back-effort-that-would-restrict-nvidias-exports-to-china-21e29e01,Amazon and Microsoft Back Effort That Would Restrict Nvidia's Exports to China,Legislation in Washington would give tech leaders preferential access to chips at their data centers around the world.,WSJ,"Thu, 13 Nov 2025 21:00:00 -0500",['paywall'],NVDA,Negative,0.43459336114586516,0.19757604261828432,0.3678305962358505
https://seekingalpha.com/article/4843455-nvidia-q3-earnings-preview-robust-margins-met-with-a-china-problem,Nvidia Q3 Earnings Preview: Robust Margins Met With A China Problem,"Nvidia Corporation is rated Hold ahead of its Q3 earnings, reflecting both strong fundamentals and emerging competitive risks. NVDA is projected to deliver robust margin expansion, driven by high-margin Data Center growth and the CUDA software ecosystem. NVDA faces market share losses in China due to U.S. export controls, Chinese government incentives, and the rise of competing offers.",Seeking Alpha,"Thu, 13 Nov 2025 18:01:27 -0500","['earnings', 'paylimitwall']",NVDA,Positive,0.14699826170344524,0.20651241828907538,0.6464893200074795
https://www.investors.com/news/why-nvidia-stocks-power-could-overcome-pullback-panic/,Pullback Panic? Why Nvidia Stock's Power Suggests Otherwise.,Nvidia stock could still propel markets higher — with even major corrections accounted for as the stock sets up.,Investors Business Daily,"Thu, 13 Nov 2025 17:59:22 -0500",[],NVDA,Positive,0.19414309604300922,0.24655224757448171,0.559304656382509
https://www.investors.com/market-trend/the-big-picture/dow-jones-ai-stocks-nvidia-palantir-tesla/,"Dow Dives 800 Points In Sharpest Loss In A Month, With Market's AI Names Nvidia, Palantir Hit","The Dow Jones Industrial Average plunged nearly 800 points, led by losses in AI stocks, like Nvidia, Palantir and Tesla.",Investors Business Daily,"Thu, 13 Nov 2025 17:53:14 -0500",['paywall'],NVDA,Negative,0.44596055900909626,0.22588535874831125,0.32815408224259257
https://www.benzinga.com/trading-ideas/long-ideas/25/11/48852510/david-teppers-hedge-funds-bets-on-amd-nvidia-in-q3-takes-profits-on-intel?utm_source=snapi,"David Tepper's Hedge Funds Bets On AMD, Nvidia In Q3, Takes Profits On Intel","The Appaloosa Management hedge fund, run by Carolina Panthers owner David Tepper, on Thursday revealed several new stock positions in the third quarter, and multiple transactions on the semiconductor sector.",Benzinga,"Thu, 13 Nov 2025 17:06:48 -0500",['paywall'],NVDA,Positive,0.27838170714661514,0.35286537858409456,0.36875291426929035
https://www.zacks.com/commentary/2790869/ai-frenzy-everybody-wants-nvidia-s-magical-gpus?cid=CS-STOCKNEWSAPI-FT-investment_ideas-2790869,AI Frenzy: Everybody Wants NVIDIA's Magical GPUs,"Day in and day out, companies continue to clamor for the NVIDIA GPUs that are powering the AI revolution. Here are some of the big collaborations and partnerships that the company has announced (so far) in 2025.",Zacks Investment Research,"Thu, 13 Nov 2025 16:46:05 -0500",[],NVDA,Positive,0.22762661183011798,0.2998914793020648,0.47248190886781727
https://www.investors.com/news/technology/nvidia-stock-earnings-key-ai-stock-trade/,Nvidia Earnings Seen As Key To Reviving AI Stock Trade,"AI stocks have pulled back recently on bubble concerns, which has raised the stakes for Nvidia's upcoming earnings report.",Investors Business Daily,"Thu, 13 Nov 2025 14:37:20 -0500",['earnings'],NVDA,Neutral,0.21659849160946848,0.4459099325160014,0.3374915758745302
https://www.zacks.com/commentary/2790817/can-equities-stabilize-after-the-government-reopens?cid=CS-STOCKNEWSAPI-FT-investment_ideas-2790817,Can Equities Stabilize after the Government Reopens?,"As traders position for year-end, the government shutdown is over, major market indices are filling gaps, and seasonal momentum looms.",Zacks Investment Research,"Thu, 13 Nov 2025 13:51:07 -0500",[],NVDA,Positive,0.2425605401630859,0.3078053306919303,0.44963412914498385
https://www.investopedia.com/this-tech-stock-expert-just-got-more-bullish-about-nvidia-ahead-of-earnings-this-is-why-nvda-11848795,This Tech Stock Expert Just Got More Bullish About Nvidia Ahead of Earnings. Here's Why,One Nvidia bull just got more bullish.,Investopedia,"Thu, 13 Nov 2025 13:20:44 -0500",[],NVDA,Positive,0.22590918679448832,0.2653890911121638,0.5087017220933479
https://www.youtube.com/watch?v=1pUs9SZReHQ,@OptionsPlay Trades NVDA & FDX Amid Valuation Rebalance,Tony Zhang with @OptionsPlay believes Nvidia (NVDA) is trading at its best forward P/E since Liberation Day. He offers an example options trade and makes the case for long-term investors to buy into the stock as it lingers in correction territory.,Schwab Network,"Thu, 13 Nov 2025 13:00:02 -0500",[],NVDA,Positive,0.23045533560686648,0.1538224667620615,0.6157221976310722
https://www.fxempire.com/forecasts/article/sp500-nvidia-alphabet-tesla-sink-as-tech-sector-faces-broad-rebalancing-1561011,"S&P500: Nvidia, Alphabet, Tesla Sink as Tech Sector Faces Broad Rebalancing","US stocks fell as Nvidia, Alphabet, and Tesla led tech losses. Traders brace for missing data and Fed uncertainty.",FXEmpire,"Thu, 13 Nov 2025 11:57:12 -0500",[],NVDA,Negative,0.5025799567794335,0.1944479587531176,0.302972084467449
https://www.investors.com/research/options/nvidia-nvda-stock-options-bull-put-spread-2/,Nvidia Earnings Are Due Next Week. Here's One Possible Options Play.,"Here's an option trade that presumes Nvidia stock stays within an expected range after earnings, and the report is positive.",Investors Business Daily,"Thu, 13 Nov 2025 11:35:23 -0500","['earnings', 'paywall']",NVDA,Positive,0.230692252127361,0.23494490537352325,0.5343628424991157
https://www.marketwatch.com/story/nvidias-stock-has-a-strong-setup-ahead-of-next-weeks-earnings-this-analyst-says-4215492e,"Nvidia's stock has a strong setup ahead of next week's earnings, this analyst says","Nvidia may have big beat-and-raise potential when the company reports results next week, thanks to the continued ramp-up of its Blackwell rack-scale system and recent commentary around visibility into more than $500 billion in revenue through the end of next year.",Market Watch,"Thu, 13 Nov 2025 11:12:00 -0500",['paylimitwall'],NVDA,Positive,0.26420280564871557,0.2939752767904273,0.4418219175608571
