news_url,title,text,source_name,date,topics,tickers,sentiment,prob_Negative,prob_Neutral,prob_Positive
https://seekingalpha.com/article/4843411-tslw-leveraged-tesla-strategy-for-high-income-investors,TSLW: Leveraged Tesla Strategy For High-Income Investors,"The Roundhill TSLA WeeklyPay ETF offers 1.2x weekly total return exposure to Tesla stock, targeting both income and growth for investors. TSLW employs weekly swaps on TSLA shares, differentiating itself from daily-reset leveraged ETFs, though it may still provide amplified returns and risks. Distributions are paid weekly and may vary, with a significant return of capital component that carries specific tax implications for investors.",Seeking Alpha,"Thu, 13 Nov 2025 16:24:17 -0500",['paylimitwall'],TSLA,Neutral,0.2616051421654182,0.372521112333317,0.36587374550126484
https://www.pymnts.com/apple/2025/apples-carplay-could-soon-become-part-of-tesla-vehicles/?utm_source=snapi,Apple's CarPlay Could Soon Become Part of Tesla Vehicles,"Tesla is reportedly developing support for Apple CarPlay in its vehicles. That's according to a report Thursday (Nov. 13) from Bloomberg News, which noted that this is one of the most-requested features from Tesla's customers.",PYMNTS,"Thu, 13 Nov 2025 16:14:29 -0500",[],TSLA,Neutral,0.2582677525383318,0.4871242128255633,0.25460803463610493
https://www.cnbc.com/2025/11/13/tesla-recall-powerwall-2-overheating-fire-battery.html,"Tesla recalls 10,500 Powerwall 2 battery systems due to overheating, fire risk","Tesla is recalling around 10,500 of its Powerwall 2 home, backup battery systems due to risk of overheating, burns and fires. The U.S. Consumer Product Safety Commission and Tesla said, in a recall notice, that the issue was due to a ""third-party battery cell defect.",CNBC,"Thu, 13 Nov 2025 14:58:22 -0500",[],TSLA,Negative,0.7362524199458416,0.1397752552239808,0.12397232483017769
https://www.marketwatch.com/story/teslas-sharpest-stock-drop-in-months-puts-it-back-in-the-red-for-the-year-bf70dd90,Tesla's sharpest stock drop in months puts it back in the red for the year,The Elon Musk-led company recently said it would recall some residential energy products.,Market Watch,"Thu, 13 Nov 2025 14:54:00 -0500",['paylimitwall'],TSLA,Negative,0.5255375382098046,0.2616152667810977,0.2128471950090976
https://nypost.com/2025/11/13/business/elon-musks-tesla-working-to-add-apple-carplay-in-bid-to-boost-sales-report/,Tesla working to add Apple CarPlay in bid to boost EV sales: report,"CarPlay allows users to control iPhone features such as navigation, music and messaging through a vehicle's built-in display.",New York Post,"Thu, 13 Nov 2025 13:10:08 -0500",[],TSLA,Positive,0.36605546591876864,0.21300270134581328,0.420941832735418
https://www.youtube.com/watch?v=rEhqea6sgM0,Tesla Developing Support for Apple CarPlay,"Tesla is developing support for Apple's CarPlay system in its vehicles, according to people with knowledge of the matter. Mark Gurman reports on ""Bloomberg Tech.",Bloomberg Markets and Finance,"Thu, 13 Nov 2025 13:09:05 -0500",[],TSLA,Neutral,0.2928190638783795,0.38348902634960663,0.3236919097720138
https://www.cnbc.com/2025/11/13/elon-musk-trillion-dollar-pay-tesla-china-robots.html,Op-ed: Chinese robots are coming for Elon Musk's trillion-dollar Tesla payday,"Elon Musk's bid to become the world's first trillionaire increasingly rests on a single proposition: that Tesla can evolve from an electric vehicle company into a robotics powerhouse. In 2023, China installed over 290,000 industrial robots, more than the rest of the world combined, with robot density reaching 470 robots per 10,000 workers, surpassing Japan and Germany for the first time.",CNBC,"Thu, 13 Nov 2025 12:05:45 -0500",['CEO'],TSLA,Positive,0.38474951401850876,0.1619295668481114,0.4533209191333798
https://techcrunch.com/2025/11/13/tesla-might-finally-bring-carplay-to-its-evs/,Tesla might finally bring CarPlay to its EVs,"While automakers like General Motors have started to sour on Apple CarPlay, Tesla is reportedly working on integrating the system into its vehicles' software stack.",TechCrunch,"Thu, 13 Nov 2025 12:05:25 -0500",[],TSLA,Negative,0.3718067184045091,0.335933521957396,0.2922597596380949
https://invezz.com/news/2025/11/13/why-tesla-stock-plunged-6-and-why-is-it-still-a-retail-favorite/?utm_source=snapi,Why Tesla stock plunged 6% and why is it still a retail favorite?,"Tesla stock extended its recent slide on Thursday, falling sharply alongside broader market losses. Shares of the electric vehicle maker dropped 6.2% to $403.87 in midday trading, down $26.73, making it the worst-performing stock in the Nasdaq 100, according to Dow Jones Market Data.",Invezz,"Thu, 13 Nov 2025 12:01:15 -0500",[],TSLA,Negative,0.5614328559680183,0.15051584974612908,0.28805129428585263
https://www.fxempire.com/forecasts/article/sp500-nvidia-alphabet-tesla-sink-as-tech-sector-faces-broad-rebalancing-1561011,"S&P500: Nvidia, Alphabet, Tesla Sink as Tech Sector Faces Broad Rebalancing","US stocks fell as Nvidia, Alphabet, and Tesla led tech losses. Traders brace for missing data and Fed uncertainty.",FXEmpire,"Thu, 13 Nov 2025 11:57:12 -0500",[],TSLA,Negative,0.5025799567794335,0.1944479587531176,0.302972084467449
https://www.zacks.com/stock/news/2790694/can-tesla-s-new-model-y-rev-up-china-sales-after-a-3-year-low?cid=CS-STOCKNEWSAPI-FT-analyst_blog|quick_take-2790694,Can Tesla's New Model Y+ Rev Up China Sales After a 3-Year Low?,Tesla's new Model Y+ boasts 821 km of range and aims to reignite China sales after hitting a three-year low in October.,Zacks Investment Research,"Thu, 13 Nov 2025 11:51:06 -0500",['product'],TSLA,Negative,0.47508181911883146,0.28767011051496993,0.2372480703661987
https://www.youtube.com/watch?v=jAUj4nc9M3k,Tesla CEO Elon Musk says demand for Optimus robots 'will be insatiable'.,"CNBC's David Faber sits down at Tesla HQ with CEO Elon Musk for a wide ranging conversation on self-driving, semiconductors, AI, China, and more.",CNBC Television,"Thu, 13 Nov 2025 11:50:11 -0500",['CEO'],TSLA,Neutral,0.321111851038985,0.41597415614161665,0.2629139928193983
https://www.reuters.com/business/autos-transportation/tesla-working-integrate-apple-carplay-its-evs-bloomberg-news-reports-2025-11-13/,"Tesla working to integrate Apple CarPlay in its EVs, Bloomberg News reports","Tesla is developing support for Apple's CarPlay system in its electric vehicles, Bloomberg News reported on Thursday, citing people familiar with the matter.",Reuters,"Thu, 13 Nov 2025 11:37:43 -0500",[],TSLA,Neutral,0.29228728325718606,0.38395420372761796,0.3237585130151959
https://techcrunch.com/2025/11/13/tesla-powerwall-2-recall-expands-to-us-after-reports-of-fires/,Tesla Powerwall 2 recall expands to US after reports of fires,"Tesla is recalling more than 10,000 Powerwall 2 home batteries sold in the U.S. after nearly two dozen confirmed incidents of the units overheating, emitting smoke, or catching fire.",TechCrunch,"Thu, 13 Nov 2025 11:26:12 -0500",[],TSLA,Negative,0.538004120138558,0.24242331957750002,0.21957256028394184
https://www.reuters.com/business/autos-transportation/tesla-recalls-10500-powerwall-2-batteries-us-over-fire-risk-2025-11-13/,"Tesla recalls 10,500 Powerwall 2 batteries in US over fire risk","Tesla said on Thursday it is recalling about 10,500 units of its Powerwall 2 battery power systems in the U.S. for fire and burn hazards after receiving 22 reports of overheating.",Reuters,"Thu, 13 Nov 2025 10:53:10 -0500",[],TSLA,Negative,0.47302019355438574,0.20195899481299262,0.32502081163262153
https://www.fxempire.com/forecasts/article/tsla-pltr-and-smci-forecast-stocks-look-slightly-weak-early-on-thursday-1560990,"TSLA, PLTR and SMCI Forecast – Stocks Look Slightly Weak Early on Thursday","Stocks appear soft in early Thursday trading, with Tesla, Palantir, and Super Micro Computer all showing signs of pressure. Key support levels sit below current prices, and broader market weakness suggests patience is needed before taking positions.",FXEmpire,"Thu, 13 Nov 2025 09:42:47 -0500",[],TSLA,Positive,0.34215400837052246,0.264932878558972,0.3929131130705056
https://www.zacks.com/stock/news/2790363/can-musk-s-optimus-dream-power-tesla-s-next-growth-phase?cid=CS-STOCKNEWSAPI-FT-analyst_blog|quick_take-2790363,Can Musk's Optimus Dream Power Tesla's Next Growth Phase?,"TSLA bets big on its humanoid robot Optimus, planning mass production by 2027 to fuel its next growth chapter beyond EVs.",Zacks Investment Research,"Thu, 13 Nov 2025 08:36:13 -0500",['CEO'],TSLA,Positive,0.2123006513120163,0.31056293846313177,0.4771364102248519
https://www.benzinga.com/markets/tech/25/11/48831900/teslas-robotaxi-revolution-is-still-downloading-waymos-already-in-the-fast-lane?utm_source=snapi,Tesla's Robotaxi Revolution Is Still Downloading — Waymo's Already In The Fast Lane,"If you're stuck behind a polite, speed-limit-loving car on a California freeway, there's a good chance it's Waymo — the robotaxi that's now officially conquering highways across San Francisco, Los Angeles and Phoenix. And while the Tesla Inc (NASDAQ: TSLA) CEO Elon Musk keeps promising a self-driving future that spreads ""faster than any technology ever,"" Waymo is quietly doing the unglamorous thing: actually launching it.",Benzinga,"Thu, 13 Nov 2025 08:27:42 -0500",['paywall'],TSLA,Positive,0.2894888306830757,0.35198047215357187,0.3585306971633524
https://www.barrons.com/articles/tesla-stock-investors-shares-80f3fd50,Tesla Stock Is Down as Retail Investors Continue to Pile Into Shares,Tesla remains a popular stock with smaller investors.,Barrons,"Thu, 13 Nov 2025 08:21:00 -0500",['paywall'],TSLA,Neutral,0.3242426379954847,0.3750609709963802,0.3006963910081352
https://247wallst.com/forecasts/2025/11/13/tesla-tsla-price-prediction-and-forecast/?utm_source=snapi,Tesla (NASDAQ: TSLA) Stock Price Prediction and Forecast 2025-2030 (Nov 13),"Tesla Inc.'s (NASDAQ: TSLA) share price is 3.5% lower than a week ago, when it was trading near an all-time high, after shareholders approved CEO Elon Musk's record-breaking $1 trillion pay package and some key executives left the company.",24/7 Wall Street,"Thu, 13 Nov 2025 08:20:09 -0500",[],TSLA,Positive,0.2127858189795439,0.31176309455119483,0.4754510864692612
https://www.investors.com/news/tesla-stock-biggest-supporter-cathie-wood-stake-four-straight-sessions/,Tesla Stock's Biggest Supporter Cuts Stake For Four Straight Sessions,Tesla stock is down more than 5% in November and Cathie Wood has sold TSLA in four consecutive sessions.,Investors Business Daily,"Thu, 13 Nov 2025 08:13:21 -0500",[],TSLA,Negative,0.5499082381780372,0.21067386375088748,0.23941789807107522
https://seekingalpha.com/article/4843047-2-years-of-rise-of-magnificent-seven-tech-stocks,2 Years Of The Rise Of The 'Magnificent Seven' Tech Stocks,"The seven companies that make up the S&P 500's ""Magnificent Seven"" stocks have been on the rise for some time. Two years ago, they combined to account for 30% of the total valuation of the S&P 500 (SPX).",Seeking Alpha,"Thu, 13 Nov 2025 07:36:00 -0500",['paylimitwall'],TSLA,Positive,0.15912918369465437,0.3001599268914544,0.5407108894138913
https://www.youtube.com/watch?v=MdXpXB45w8c,"Munoz: Economy Supports Rally, META Undervalued & TSLA Still a Buy","Alonso Munoz says the fundamentals to the U.S. economy remain strong and support a ""Christmas rally"" into the end of the year. He also sees the FOMC cutting interest rates again in December that would add fuel to the expected rally.",Schwab Network,"Wed, 12 Nov 2025 15:15:03 -0500",[],TSLA,Positive,0.25174684385652,0.23538689276484823,0.5128662633786318
https://invezz.com/news/2025/11/12/tesla-stock-continues-slide-why-the-elon-musk-company-is-down-2-today/?utm_source=snapi,Tesla stock continues slide: why the Elon Musk company is down 2% today,"Tesla's stock fell early Wednesday as data showed a sharp drop in global vehicle sales during October, highlighting continued weakness across key markets even as investors remain fixated on the company's artificial intelligence ambitions. Shares were down more than 2% at $429.",Invezz,"Wed, 12 Nov 2025 11:19:55 -0500",['CEO'],TSLA,Negative,0.7648101361595371,0.08698717228503673,0.148202691555426
https://finbold.com/wall-street-analyst-updates-tesla-stock-price-after-musks-1-trillion-package-approval/?utm_source=snapi,Wall Street analyst updates Tesla stock price after Musk's $1 trillion package approval,Tesla's (NASDAQ: TSLA) stock outlook has been updated following the approval of CEO Elon Musk's massive $1 trillion pay package.,Finbold,"Wed, 12 Nov 2025 07:49:00 -0500",['CEO'],TSLA,Neutral,0.2749981764481312,0.42869688212918233,0.29630494142268654
