news_url,title,text,source_name,date,topics,tickers,sentiment,Negative,Neutral,Positive
https://techcrunch.com/2025/11/16/are-we-nearing-the-end-of-apples-tim-cook-era/,Are we nearing the end of Apple's Tim Cook era?,"Apple is getting serious about succession planning, according to a new report in The Financial Times.",TechCrunch,"Sun, 16 Nov 2025 14:35:55 -0500",['CEO'],AAPL,Negative,0.3692573105547803,0.3585399275198485,0.2722027619253712
https://www.cnet.com/tech/computing/apple-is-planning-cheaper-macs-that-compete-with-budget-chromebooks-and-pcs-report-says/,"Apple Is Planning Cheaper Macs That Compete With Budget Chromebooks and PCs, Report Says",Apple doesn't market its machines as affordable. That could be changing.,CNET,"Sun, 16 Nov 2025 10:53:39 -0500",['product'],AAPL,Positive,0.31985460818388617,0.21017877315979447,0.46996661865631933
https://www.fool.com/investing/2025/11/16/2-warren-buffett-stocks-id-sell-right-now/,2 Warren Buffett Stocks I'd Sell Right Now,Apple is prioritizing stock price growth over long-term technological leadership. Sirius XM is trapped in a fading industry as a a slew of new options emerge.,The Motley Fool,"Sun, 16 Nov 2025 09:00:00 -0500",['wbuffett'],AAPL,Positive,0.18082015870533166,0.14816546910905962,0.6710143721856088
https://www.wsj.com/tech/personal-tech/whatsapp-iphone-ipad-apple-392131e7,WhatsApp Is Breaking Through Apple's Walled Garden,It's the world's most popular messaging app—except in the U.S. That's changing because of large groups.,WSJ,"Sun, 16 Nov 2025 07:00:00 -0500",['paywall'],AAPL,Negative,0.35529368029829916,0.30781147374947004,0.33689484595223074
https://techcrunch.com/2025/11/15/jury-says-apple-owes-masimo-634m-for-patent-infringement/,Jury says Apple owes Masimo $634M for patent infringement,A federal jury in California ruled Friday that Apple must pay medical device maker Masimo $634 million for infringing a patent on blood oxygen monitoring technology.,TechCrunch,"Sat, 15 Nov 2025 16:07:41 -0500",[],AAPL,Negative,0.35747600555692055,0.310583723522969,0.33194027092011047
https://247wallst.com/investing/2025/11/15/apple-just-secured-more-than-half-of-taiwan-semis-most-valuable-asset/?utm_source=snapi,Apple Just Secured More Than Half of Taiwan Semi's Most Valuable Asset,"Apple ( NASDAQ:AAPL ) continues to dominate the tech landscape as a powerhouse in consumer electronics and services, with its stock delivering robust returns for investors amid the artificial intelligence (AI) boom.",24/7 Wall Street,"Sat, 15 Nov 2025 10:36:37 -0500",[],AAPL,Positive,0.2206038868606634,0.2341238218347986,0.545272291304538
https://invezz.com/news/2025/11/15/who-will-take-the-reins-at-apple-after-tim-cook/?utm_source=snapi,Who will take the reins at Apple after Tim Cook?,"Tim Cook's tenure at Apple may be nearing its end, and attention inside the world's most valuable company has turned to a key question: who will lead next? People familiar with internal discussions say Apple has ramped up its succession planning in recent months, preparing for Cook to potentially step down as chief executive as",Invezz,"Sat, 15 Nov 2025 08:51:47 -0500",[],AAPL,Positive,0.23750020855554024,0.3328786154758254,0.42962117596863436
https://invezz.com/news/2025/11/15/why-apple-has-resisted-the-tech-stock-sell-off-in-november/?utm_source=snapi,Why Apple has resisted the tech stock sell-off in November,"Apple shares have held up noticeably better than other major technology stocks in November, even as a broad rotation out of the sector pressures market leaders. While most of the Magnificent Seven have faced sharp declines, Apple has defied the sell-off so far.",Invezz,"Sat, 15 Nov 2025 05:30:00 -0500",[],AAPL,Positive,0.14795961701987181,0.150420598450022,0.7016197845301062
https://www.reuters.com/business/us-jury-says-apple-must-pay-masimo-634-million-smartwatch-patent-case-2025-11-15/,US jury says Apple must pay Masimo $634 million in smartwatch patent case,A federal jury in California said on Friday that Apple owes medical-monitoring technology company Masimo $634 million for infringing a patent covering blood-oxygen reading technology.,Reuters,"Fri, 14 Nov 2025 23:16:11 -0500",[],AAPL,Positive,0.35336412260199856,0.22312940943202977,0.42350646796597163
https://www.reuters.com/sustainability/boards-policy-regulation/apple-intensifies-succession-planning-ceo-tim-cook-ft-reports-2025-11-15/,"Apple intensifies succession planning for CEO Tim Cook, FT reports","Apple is stepping up its succession planning efforts as it prepares for Tim Cook to step down as chief executive as soon as next year, the Financial Times reported on Friday.",Reuters,"Fri, 14 Nov 2025 22:38:44 -0500",['CEO'],AAPL,Positive,0.3782353504453749,0.23931652382360344,0.38244812573102166
