news_url,title,text,source_name,date,topics,tickers,sentiment,Negative,Neutral,Positive
https://finbold.com/heres-how-much-warren-buffett-will-earn-in-dividends-from-his-google-stake/?utm_source=snapi,Here's how much Warren Buffett will earn in dividends from his Google stake,Berkshire Hathaway's (NYSE: BRK.B) latest portfolio disclosure shows that Warren Buffett's firm now owns 17.85 million shares of Alphabet (NASDAQ: GOOGL).,Finbold,"Sun, 16 Nov 2025 12:01:39 -0500","['dividend', 'wbuffett']",GOOGL,Neutral,0.1609470682959726,0.519515166440782,0.3195377652632454
https://seekingalpha.com/article/4844323-the-bubble-in-covered-call-etfs-that-nobody-is-talking-about,The Bubble In Covered Call ETFs That Nobody Is Talking About,"Covered call ETFs have surged in popularity, but most are heavily concentrated in AI-driven indices, like QQQ and SPY. AI valuations appear stretched, and a correction could hit covered call ETF investors, as hard as pure index, or AI stockholders. The question is how to navigate this.",Seeking Alpha,"Sun, 16 Nov 2025 09:15:00 -0500",['paylimitwall'],GOOGL,Positive,0.27594610280124604,0.30962031770939064,0.41443357948936344
https://www.fool.com/investing/2025/11/16/billionaire-warren-buffett-only-bought-1-new-stock/,"Billionaire Warren Buffett Bought Only 1 New Stock in the Third Quarter -- and It Was the Cheapest of the ""Magnificent Seven""","Buffett loves value stocks, so he's known for getting in on stocks at reasonable or even cheap levels. The billionaire doesn't buy many tech stocks, so when he adds one to his portfolio, investors take notice.",The Motley Fool,"Sun, 16 Nov 2025 08:10:00 -0500",['wbuffett'],GOOGL,Positive,0.2147124588843142,0.2752805565013304,0.5100069846143555
https://www.investors.com/news/technology/google-stock-doj-settlement-antitrust-ad-tech-trial/,Is Google-DOJ Settlement Coming Soon In Antitrust Ad Tech Trial?,"Google parent Alphabet and the Justice Department could be in settlement talks in the antitrust advertising trial, says an analyst. Google stock or digital ad firms could get a boost.",Investors Business Daily,"Sun, 16 Nov 2025 07:30:55 -0500",[],GOOGL,Positive,0.18910367871878056,0.1460373625567875,0.6648589587244319
https://www.fool.com/investing/2025/11/16/the-smartest-ai-stock-to-buy-with-1000-right-now/,"The Smartest AI Stock to Buy With $1,000 Right Now","This dominant internet business is involved in multiple AI-related endeavors. Thanks to its huge profits, the company has the financial resources to invest aggressively in capital expenditures to boost its technical infrastructure.",The Motley Fool,"Sun, 16 Nov 2025 07:10:00 -0500",[],GOOGL,Positive,0.2823225315243596,0.2808681401720628,0.43680932830357755
https://www.fool.com/investing/2025/11/16/ultimate-quantum-computing-stock-hiding-alphabet/,The Ultimate Quantum Computing Stock Is Hiding in Plain Sight,"Familiar names like IonQ, Rigetti, and D-Wave have certainly caught the attention of aggressive, risk-tolerant investors. None of these “pure plays” on quantum computing, however, has the amount of funding and reach as one other name in the business.",The Motley Fool,"Sun, 16 Nov 2025 06:50:00 -0500",[],GOOGL,Positive,0.284612333000276,0.310362742734678,0.4050249242650461
https://www.wsj.com/tech/ai/ai-is-making-big-tech-weaker-6a12b0b7,AI Is Making Big Tech Weaker,Balance sheets and cash flows are showing the strain of AI investments and forcing investors to think about companies differently.,WSJ,"Sun, 16 Nov 2025 05:30:00 -0500",['paywall'],GOOGL,Positive,0.3007583789661001,0.2791972132391624,0.42004440779473745
https://techcrunch.com/2025/11/15/disney-and-youtube-tv-reach-deal-to-end-blackout/,Disney and YouTube TV reach deal to end blackout,"After a two-week blackout, YouTube TV and Disney announced Friday that they have reached a deal.",TechCrunch,"Sat, 15 Nov 2025 12:38:28 -0500",[],GOOGL,Negative,0.4985356072057511,0.2272871982387594,0.2741771945554895
https://www.marketwatch.com/story/disneys-deal-with-youtube-tv-shows-how-streamers-are-increasingly-flexing-their-muscle-0d37546d,Disney's deal with YouTube TV shows how streamers are increasingly flexing their muscle,An agreement to bring Disney programming back to YouTube TV subscribers after a two-week blackout shows how the center of gravity has shifted from linear television to streaming.,Market Watch,"Sat, 15 Nov 2025 12:22:00 -0500",['paylimitwall'],GOOGL,Negative,0.4245093497363171,0.24053486227396895,0.33495578798971387
https://seekingalpha.com/article/4844245-ai-bubble-alphabets-new-40b-bet-only-raises-the-stakes,AI Bubble? Alphabet's New $40B Bet Only Raises The Stakes,"Alphabet (GOOG) is reaffirmed as a Buy, with a price target raised to $332, driven by robust AI and cloud growth. Alphabet's $40B Texas data center investment highlights management's commitment to AI/cloud dominance and operational efficiency, despite AI bubble concerns. Google Cloud continues to deliver +30% growth and expanding margins, with market share rising to 13% and strong free cash flow.",Seeking Alpha,"Sat, 15 Nov 2025 11:14:03 -0500",['paylimitwall'],GOOGL,Positive,0.05692000653863931,0.10482405343645912,0.8382559400249014
